-10.000000 -0.648361
-9.900000 -0.514553
-9.800000 -0.393883
-9.700000 -0.282388
-9.600000 -0.177038
-9.500000 -0.075364
-9.400000 0.024783
-9.300000 0.125430
-9.200000 0.228642
-9.100000 0.336701
-9.000000 0.452316
-8.900000 0.578924
-8.800000 0.721147
-8.700000 0.885557
-8.600000 1.082032
-8.500000 1.326364
-8.400000 1.645711
-8.300000 2.091378
-8.200000 2.773749
-8.100000 3.982398
-8.000000 6.799711
-7.900000 21.715113
-7.800000 -18.506822
-7.700000 -6.442872
-7.600000 -3.852266
-7.500000 -2.706014
-7.400000 -2.049284
-7.300000 -1.616561
-7.200000 -1.304621
-7.100000 -1.064893
-7.000000 -0.871448
-6.900000 -0.709111
-6.800000 -0.568340
-6.700000 -0.442757
-6.600000 -0.327858
-6.500000 -0.220277
-6.400000 -0.117349
-6.300000 -0.016816
-6.200000 0.083378
-6.100000 0.185262
-6.000000 0.291006
-5.900000 0.403111
-5.800000 0.524666
-5.700000 0.659731
-5.600000 0.813943
-5.500000 0.995584
-5.400000 1.217541
-5.300000 1.501273
-5.200000 1.885642
-5.100000 2.449389
-5.000000 3.380515
-4.900000 5.267493
-4.800000 11.384871
-4.700000 -80.712763
-4.600000 -8.860175
-4.500000 -4.637332
-4.400000 -3.096324
-4.300000 -2.285848
-4.200000 -1.777780
-4.100000 -1.423526
-4.000000 -1.157821
-3.900000 -0.947425
-3.800000 -0.773556
-3.700000 -0.624733
-3.600000 -0.493467
-3.500000 -0.374586
-3.400000 -0.264317
-3.300000 -0.159746
-3.200000 -0.058474
-3.100000 0.041617
-3.000000 0.142547
-2.900000 0.246405
-2.800000 0.355530
-2.700000 0.472728
-2.600000 0.601597
-2.500000 0.747022
-2.400000 0.916014
-2.300000 1.119214
-2.200000 1.373823
-2.100000 1.709847
-2.000000 2.185040
-1.900000 2.927098
-1.800000 4.286262
-1.700000 7.696602
-1.600000 34.232533
-1.500000 -14.101420
-1.400000 -5.797884
-1.300000 -3.602102
-1.200000 -2.572152
-1.100000 -1.964760
-1.000000 -1.557408
-0.900000 -1.260158
-0.800000 -1.029639
-0.700000 -0.842288
-0.600000 -0.684137
-0.500000 -0.546302
-0.400000 -0.422793
-0.300000 -0.309336
-0.200000 -0.202710
-0.100000 -0.100335
-0.000000 0.000000
0.100000 0.100335
0.200000 0.202710
0.300000 0.309336
0.400000 0.422793
0.500000 0.546302
0.600000 0.684137
0.700000 0.842288
0.800000 1.029639
0.900000 1.260158
1.000000 1.557408
1.100000 1.964760
1.200000 2.572152
1.300000 3.602102
1.400000 5.797884
1.500000 14.101420
1.600000 -34.232533
1.700000 -7.696602
1.800000 -4.286262
1.900000 -2.927098
2.000000 -2.185040
2.100000 -1.709847
2.200000 -1.373823
2.300000 -1.119214
2.400000 -0.916014
2.500000 -0.747022
2.600000 -0.601597
2.700000 -0.472728
2.800000 -0.355530
2.900000 -0.246405
3.000000 -0.142547
3.100000 -0.041617
3.200000 0.058474
3.300000 0.159746
3.400000 0.264317
3.500000 0.374586
3.600000 0.493467
3.700000 0.624733
3.800000 0.773556
3.900000 0.947425
4.000000 1.157821
4.100000 1.423526
4.200000 1.777780
4.300000 2.285848
4.400000 3.096324
4.500000 4.637332
4.600000 8.860175
4.700000 80.712763
4.800000 -11.384871
4.900000 -5.267493
5.000000 -3.380515
5.100000 -2.449389
5.200000 -1.885642
5.300000 -1.501273
5.400000 -1.217541
5.500000 -0.995584
5.600000 -0.813943
5.700000 -0.659731
5.800000 -0.524666
5.900000 -0.403111
6.000000 -0.291006
6.100000 -0.185262
6.200000 -0.083378
6.300000 0.016816
6.400000 0.117349
6.500000 0.220277
6.600000 0.327858
6.700000 0.442757
6.800000 0.568340
6.900000 0.709111
7.000000 0.871448
7.100000 1.064893
7.200000 1.304621
7.300000 1.616561
7.400000 2.049284
7.500000 2.706014
7.600000 3.852266
7.700000 6.442872
7.800000 18.506822
7.900000 -21.715113
8.000000 -6.799711
8.100000 -3.982398
8.200000 -2.773749
8.300000 -2.091378
8.400000 -1.645711
8.500000 -1.326364
8.600000 -1.082032
8.700000 -0.885557
8.800000 -0.721147
8.900000 -0.578924
9.000000 -0.452316
9.100000 -0.336701
9.200000 -0.228642
9.300000 -0.125430
9.400000 -0.024783
9.500000 0.075364
9.600000 0.177038
9.700000 0.282388
9.800000 0.393883
9.900000 0.514553
10.000000 0.648361
